0.200000 0.025000 0.011480 0.000000 0.002806 0.004374 
0.200000 0.050000 0.020408 0.000000 0.005102 0.007904 
0.200000 0.075000 0.020408 0.000000 0.008418 0.007376 
0.200000 0.100000 0.045918 0.006378 0.020408 0.015849 
0.200000 0.125000 0.797194 0.001276 0.188520 0.306073 
0.200000 0.150000 0.183673 0.005102 0.058418 0.068700 
0.200000 0.175000 0.663265 0.006378 0.289796 0.300532 
0.200000 0.200000 1.005102 0.011480 0.373214 0.425484 
0.200000 0.225000 0.584184 0.104592 0.315051 0.206434 
0.200000 0.250000 0.679847 0.021684 0.329082 0.226783 
0.200000 0.275000 0.576531 0.047194 0.346684 0.208650 
0.200000 0.300000 0.414541 0.043367 0.243112 0.164179 
0.300000 0.025000 0.045918 0.001276 0.013265 0.016701 
0.300000 0.050000 0.012755 0.000000 0.002806 0.004999 
0.300000 0.075000 0.031888 0.001276 0.010969 0.010960 
0.300000 0.100000 0.862245 0.006378 0.184949 0.338759 
0.300000 0.125000 0.838010 0.001276 0.286735 0.301302 
0.300000 0.150000 0.655612 0.005102 0.225255 0.234868 
0.300000 0.175000 0.674745 0.016582 0.342092 0.261988 
0.300000 0.200000 0.894133 0.077806 0.514796 0.284728 
0.300000 0.225000 0.618622 0.103316 0.463520 0.191627 
0.300000 0.250000 0.676020 0.165816 0.533163 0.188265 
0.300000 0.275000 0.298469 0.031888 0.161735 0.094275 
0.300000 0.300000 0.510204 0.308673 0.402041 0.077100 
0.400000 0.025000 0.011480 0.000000 0.003827 0.004492 
0.400000 0.050000 0.011480 0.001276 0.004847 0.003732 
0.400000 0.075000 0.045918 0.000000 0.015306 0.016591 
0.400000 0.100000 0.215561 0.005102 0.053827 0.081463 
0.400000 0.125000 0.878827 0.016582 0.392602 0.358907 
0.400000 0.150000 0.924745 0.000000 0.196684 0.364218 
0.400000 0.175000 0.655612 0.073980 0.410714 0.272163 
0.400000 0.200000 0.950255 0.073980 0.443367 0.291942 
0.400000 0.225000 0.567602 0.001276 0.401276 0.211046 
0.400000 0.250000 0.644133 0.010204 0.191071 0.238554 
0.400000 0.275000 0.594388 0.062500 0.312755 0.221415 
0.400000 0.300000 0.628827 0.020408 0.390561 0.217961 
0.500000 0.025000 0.103316 0.000000 0.027041 0.038968 
0.500000 0.050000 0.011480 0.001276 0.005867 0.004314 
0.500000 0.075000 0.326531 0.000000 0.083163 0.123134 
0.500000 0.100000 0.045918 0.000000 0.016327 0.019384 
0.500000 0.125000 0.737245 0.000000 0.164541 0.287188 
0.500000 0.150000 0.510204 0.000000 0.133929 0.197215 
0.500000 0.175000 0.693878 0.093112 0.232653 0.231731 
0.500000 0.200000 0.542092 0.103316 0.295663 0.202695 
0.500000 0.225000 0.596939 0.066327 0.270918 0.244479 
0.500000 0.250000 0.613520 0.184949 0.383929 0.173996 
0.500000 0.275000 0.261480 0.045918 0.153316 0.091113 
0.500000 0.300000 0.465561 0.031888 0.319898 0.151214 
0.600000 0.025000 0.031888 0.000000 0.008673 0.011784 
0.600000 0.050000 1.658163 0.000000 0.331888 0.663138 
0.600000 0.075000 0.103316 0.000000 0.035204 0.037532 
0.600000 0.100000 0.461735 0.001276 0.102806 0.179802 
0.600000 0.125000 0.618622 0.001276 0.150255 0.234991 
0.600000 0.150000 1.073980 0.010204 0.523469 0.428122 
