trial0001, 000000, ZIC, 40,-0.079200, 0.266522, -0.047147, 0.024156, -0.358121, 0.156138, -0.618145, -0.087584, 0.304144, 0.051035, -0.145746, 0.972849, 0.620304, 0.143758, -0.770305, -0.012623, -0.570328, -0.436462, 0.260925, 0.501085, 0.959170, 0.941944, 0.290274, -0.480296, 0.394658, 0.726814, -0.294998, -0.102704, -0.095035, 0.297048, 0.951049, -0.757684, 0.177466, 0.906146, -0.249337, 0.617666, 0.290649, 0.058374, 0.138465, -0.407160, 
trial0001, 000001, ZIC, 40,-0.067477, 0.266577, -0.218697, 0.024156, -0.338670, 0.181892, -0.618145, -0.053421, 0.297471, 0.034336, 0.071792, 0.891140, 0.553027, 0.117908, -0.737901, -0.008590, -0.570328, -0.368292, 0.249823, 0.469962, 0.815894, 0.941944, 0.347576, -0.330932, 0.296437, 0.616945, -0.247385, 0.043761, -0.095035, 0.273126, 0.951049, -0.757684, 0.177466, 0.790593, -0.164777, 0.629181, 0.286479, 0.053425, 0.027120, -0.363107, 
trial0001, 000002, ZIC, 40,0.004707, 0.266577, -0.200003, 0.025101, -0.233841, 0.181892, -0.618145, -0.053421, 0.297471, 0.081694, 0.045719, 0.674742, 0.526022, 0.092399, -0.713950, -0.004029, -0.570328, -0.213795, 0.229749, 0.241533, 0.675532, 0.941944, 0.321222, -0.208919, 0.113521, 0.492750, -0.169145, 0.039840, -0.060616, 0.196009, 0.941007, -0.757684, 0.177466, 0.551319, -0.130827, 0.629181, 0.273354, 0.190358, -0.072998, -0.363107, 
trial0001, 000003, ZIC, 40,-0.031222, 0.266577, -0.140523, 0.055517, -0.164391, 0.194794, -0.618145, -0.053421, 0.289549, 0.081694, -0.050571, 0.617348, 0.420806, 0.153109, -0.713950, -0.010518, -0.570328, -0.090398, 0.173308, 0.271238, 0.509053, 0.941944, 0.163477, -0.184211, 0.119135, 0.382040, -0.169145, 0.078353, -0.037745, 0.176351, 0.941007, -0.757684, 0.177466, 0.457063, 0.042325, 0.578710, 0.273354, 0.235002, -0.070954, -0.339039, 
trial0001, 000004, ZIC, 40,0.101819, 0.257326, -0.140523, 0.100105, -0.109677, 0.194794, -0.618145, -0.038586, 0.288766, 0.038047, -0.050571, 0.617348, 0.324162, 0.153109, -0.695492, -0.002052, -0.570328, -0.040424, 0.135095, 0.116858, 0.398597, 0.941944, 0.053771, -0.097748, 0.075523, 0.360303, -0.169145, 0.137765, -0.056774, 0.153479, 0.921061, -0.757684, 0.171411, 0.457063, 0.187922, 0.536141, 0.274001, 0.235002, -0.081965, -0.301034, 
trial0001, 000005, ZIC, 40,0.101819, 0.252286, -0.096525, 0.100105, -0.201807, 0.194794, -0.618145, -0.025241, 0.288766, 0.057372, -0.112707, 0.353145, 0.314130, 0.138549, -0.636455, -0.003459, -0.570328, 0.030499, 0.229207, 0.110800, 0.325756, 0.941944, 0.091966, 0.008953, 0.090268, 0.237344, -0.082800, 0.110026, 0.003230, 0.153479, 0.884471, -0.757684, 0.144138, 0.330920, 0.221418, 0.454590, 0.274001, 0.244287, -0.078652, -0.225769, 
trial0001, 000006, ZIC, 40,0.070992, 0.224096, -0.047799, 0.104578, -0.201807, 0.194794, -0.618145, 0.017225, 0.288766, 0.042869, -0.112707, 0.256633, 0.395162, 0.138549, -0.617854, 0.021387, -0.570328, 0.092837, 0.254813, 0.094533, 0.325756, 0.941944, 0.075691, -0.004098, 0.090268, 0.240282, 0.001532, 0.127035, 0.095658, 0.161742, 0.644907, -0.757684, 0.148725, 0.249248, 0.159605, 0.414018, 0.274001, 0.211335, -0.078652, -0.180294, 
trial0001, 000007, ZIC, 40,0.066938, 0.221274, -0.047799, 0.122537, -0.101580, 0.186075, -0.618145, 0.049467, 0.288045, 0.105101, -0.112707, 0.196152, 0.395162, 0.114284, -0.602094, 0.022775, -0.570328, 0.083115, 0.235776, 0.094296, 0.295815, 0.941944, 0.131063, 0.011653, 0.063540, 0.228360, 0.001532, 0.117203, 0.110955, 0.131511, 0.644907, -0.757684, 0.158278, 0.249248, 0.160375, 0.403254, 0.275805, 0.194604, -0.041323, -0.043447, 
trial0001, 000008, ZIC, 40,0.090773, 0.223515, -0.013558, 0.160547, -0.147158, 0.186075, -0.618145, 0.071572, 0.282409, 0.153985, 0.005998, 0.205627, 0.395162, 0.121377, -0.585995, 0.055074, -0.570328, 0.079200, 0.217346, 0.138125, 0.263720, 0.941944, 0.111602, -0.013101, 0.082552, 0.223319, 0.092193, 0.067309, 0.133265, 0.136666, 0.541498, -0.757684, 0.136778, 0.190256, 0.160375, 0.274742, 0.264034, 0.184476, -0.051747, -0.012008, 
trial0001, 000009, ZIC, 40,0.129100, 0.214092, -0.013312, 0.196962, -0.028279, 0.186075, -0.618145, 0.093699, 0.274753, 0.140388, 0.026599, 0.150970, 0.271250, 0.148932, -0.585995, 0.055074, -0.570328, 0.079200, 0.219172, 0.120644, 0.189430, 0.941944, 0.125373, 0.035107, 0.117843, 0.199173, 0.105657, 0.109123, 0.104052, 0.136666, 0.541498, -0.757684, 0.148962, 0.190256, 0.184782, 0.295025, 0.251243, 0.146592, -0.012741, 0.044064, 
