0.200000 0.025000 0.045918 0.000000 0.010204 0.017966 
0.200000 0.050000 0.005102 0.000000 0.001786 0.001730 
0.200000 0.075000 0.011480 0.001276 0.004847 0.003732 
0.200000 0.100000 0.006378 0.000000 0.002551 0.002676 
0.200000 0.125000 0.006378 0.000000 0.002551 0.002676 
0.200000 0.150000 0.001276 0.000000 0.000255 0.000510 
0.200000 0.175000 0.011480 0.000000 0.002551 0.004492 
0.200000 0.200000 0.011480 0.000000 0.002296 0.004592 
0.200000 0.225000 0.005102 0.000000 0.001276 0.001976 
0.200000 0.250000 0.020408 0.000000 0.005357 0.007754 
0.200000 0.275000 0.001276 0.000000 0.000510 0.000625 
0.200000 0.300000 0.001276 0.000000 0.000765 0.000625 
0.300000 0.025000 0.045918 0.000000 0.012755 0.017729 
0.300000 0.050000 0.081633 0.000000 0.018622 0.031571 
0.300000 0.075000 0.011480 0.000000 0.003316 0.004535 
0.300000 0.100000 0.011480 0.000000 0.004592 0.004001 
0.300000 0.125000 0.011480 0.000000 0.002296 0.004592 
0.300000 0.150000 0.005102 0.000000 0.001276 0.001976 
0.300000 0.175000 0.000000 0.000000 0.000000 0.000000 
0.300000 0.200000 0.045918 0.000000 0.014541 0.018459 
0.300000 0.225000 0.002551 0.000000 0.001531 0.000955 
0.300000 0.250000 0.006378 0.000000 0.001276 0.002551 
0.300000 0.275000 0.011480 0.000000 0.002296 0.004592 
0.300000 0.300000 0.001276 0.000000 0.000510 0.000625 
0.400000 0.025000 0.011480 0.000000 0.002806 0.004374 
0.400000 0.050000 0.031888 0.000000 0.007908 0.012218 
0.400000 0.075000 0.001276 0.000000 0.000510 0.000625 
0.400000 0.100000 0.020408 0.000000 0.005102 0.007738 
0.400000 0.125000 0.012755 0.000000 0.003571 0.004999 
0.400000 0.150000 0.001276 0.000000 0.000255 0.000510 
0.400000 0.175000 0.001276 0.000000 0.000255 0.000510 
0.400000 0.200000 0.001276 0.000000 0.000255 0.000510 
0.400000 0.225000 0.012755 0.000000 0.003827 0.004840 
0.400000 0.250000 0.005102 0.000000 0.001531 0.001875 
0.400000 0.275000 0.001276 0.000000 0.000765 0.000625 
0.400000 0.300000 0.011480 0.000000 0.002551 0.004492 
0.500000 0.025000 0.012755 0.000000 0.003827 0.004840 
0.500000 0.050000 0.020408 0.000000 0.005357 0.007754 
